;"Oil";"Coal";"Gas";"Nuclear";"Hydroelectricity";"Biomass and Waste";"Wind";"Solar, Tide, Wave, Fuel Cell";"Fuel Ethanol";"Geothermal";"Biodiesel";"Peat"
"1900-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1901-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1902-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1903-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1904-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1905-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1906-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1907-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1908-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1909-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1910-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1911-01-01 00:00:21";0;0;0;;0;;;;;;;0
"1912-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1913-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1914-01-01 00:00:00";0;0;0;;0;;;;;;;0,042
"1915-01-01 00:00:00";0;0;0;;0;;;;;;;0,0336
"1916-01-01 00:00:00";0;0;0;;0;;;;;;;0,098
"1917-01-01 00:00:00";0;0;0;;0;;;;;;;0,455
"1918-01-01 00:00:00";0;0;0;;0;;;;;;;0,70035
"1919-01-01 00:00:00";0;0;0;;0;;;;;;;0,525
"1920-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1921-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1922-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1923-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1924-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1925-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1926-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1927-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1928-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1929-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1930-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1931-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1932-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1933-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1934-01-01 00:00:00";0;0;0;;0;;;;;;;0,13125
"1935-01-01 00:00:00";0;0;0;;0;;;;;;;0,11375
"1936-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1937-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1938-01-01 00:00:00";0;0;0;;0;;;;;;;0
"1939-01-01 00:00:00";0;0;0;;0,00442206117184621;;;;;;;0
"1940-01-01 00:00:00";0;0,049833;0;;0,00589608156246161;;;;;;;0,87955
"1941-01-01 00:00:00";0;0,2205;0;;0,00491340130205135;;;;;;;1,6359
"1942-01-01 00:00:00";0;0,3969;0;;0,00712443188797445;;;;;;;1,6884
"1943-01-01 00:00:00";0;0,5733;0;;0,00614175162756418;;;;;;;2,1658
"1944-01-01 00:00:00";0;0,4851;0;;0,00614175162756418;;;;;;;2,03525
"1945-01-01 00:00:00";0;0,50715;0;;0,00786144208328215;;;;;;;1,98975
"1946-01-01 00:00:00";0;0,50715;0;;0,00663309175776932;;;;;;;1,29675
"1947-01-01 00:00:00";0;0,6174;0;;0,00565041149735905;;;;;;;1,82
"1948-01-01 00:00:00";0;0,5292;0;;0,00565041149735905;;;;;;;1,26595
"1949-01-01 00:00:00";0;0,3528;0;;0,00638742169266675;;;;;;;0,4956
"1950-01-01 00:00:00";0;0,169785;0;;0,00835278221348729;;;;;;;0,3157
"1951-01-01 00:00:00";0;0,348831;0;;0,00761577201817958;;;;;;;0,7049
"1952-01-01 00:00:00";0;0,3530205;0;;0,00737010195307702;;;;;;;0,5691
"1953-01-01 00:00:00";0;0,175959;0;;0,00761577201817958;;;;;;;0,2009
"1954-01-01 00:00:00";0;0,1497195;0;;0,00737010195307702;;;;;;;0,19075
"1955-01-01 00:00:00";0;0,1766205;0;;0,00737010195307702;;;;;;;0,2492
"1956-01-01 00:00:00";0;0,307818;0;;0,00638742169266675;;;;;;;0,2471
"1957-01-01 00:00:00";0;0,56448;0;;0,00663309175776932;;;;;;;0,2569
"1958-01-01 00:00:00";0;0,5391225;0;;0,00712443188797445;;;;;;;0,13475
"1959-01-01 00:00:00";0;0,5924835;0;;0,00614175162756418;;;;;;;0,147
"1960-01-01 00:00:00";0;0,5893965;0;;0,00614175162756418;;;;;;;0,0595
"1961-01-01 00:00:00";0;0,549927;0;;0,00638742169266675;;;;;;;0,03955
"1962-01-01 00:00:00";0;0,563598;0;;0,00638742169266675;;;;;;;0,02135
"1963-01-01 00:00:00";0;0,553896;0;;0,00614175162756418;;;;;;;0,0175
"1964-01-01 00:00:00";0;0,4839975;0;;0,00614175162756418;;;;;;;0,014
"1965-01-01 00:00:00";0;0,4694445;0;;0,00614175162756418;;;;;;;0,0098
"1966-01-01 00:00:00";0;0,437031;0;;0,00638742169266675;;;;;;;0,01295
"1967-01-01 00:00:00";0;0,287091;0;;0,00614175162756418;;;;;;;0,01575
"1968-01-01 00:00:00";0;0,16758;0;;0,00515907136715391;;;;;;;0,014
"1969-01-01 00:00:00";0;0,0950355;0;;0,00540474143225648;;;;;;;0,01435
"1970-01-01 00:00:00";0;0,0297675;0;;0,00589608156246161;;;;;;;0,0119
"1971-01-01 00:00:00";0;0;0;;0,00589608156246161;;;;;;;0,0133
"1972-01-01 00:00:00";0,076;0;0;;0,00589608156246161;;;;;;;0,01505
"1973-01-01 00:00:00";0,068;0;0;;0,00589608156246161;;;;;;;0,01365
"1974-01-01 00:00:00";0,089;0;0;;0,00589608156246161;;;;;;;0,0112
"1975-01-01 00:00:00";0,148;0;0;;0,00589608156246161;;;;;;;0,01225
"1976-01-01 00:00:00";0,195;0;0;;0,00589608156246161;;;;;;;0,01365
"1977-01-01 00:00:00";0,503;0;0;;0,00540474143225648;;;;;;;0,014
"1978-01-01 00:00:00";0,432;0;0;;0,00565041149735905;;;;;;;0,01645
"1979-01-01 00:00:00";0,43;0;0;;0,00614175162756418;;;;;;;0,0168
"1980-01-01 00:00:00";0,31454474;0;0;0;0,0073701018;0;0;0;0;0;;
"1981-01-01 00:00:00";0,7839371;0;0;0;0,0076157721;0;0;0;0;0;;
"1982-01-01 00:00:00";1,8291867;0;0;0;0,006878762;0;0;0;0;0;;
"1983-01-01 00:00:00";2,3518114;0;0,04169184;0;0,0088441223;0;0,0058960817;0;0;0;;
"1984-01-01 00:00:00";2,4106603;0;0,30574015;0;0,006878762;0;0,0095811328;0;0;0;;
"1985-01-01 00:00:00";3,0312235;0;1,1951661;0;0,0066330917;0;0,014740204;0;0;0;;
"1986-01-01 00:00:00";3,9719481;0;2,0012083;0;0,0071244319;0;0,03341113;0;0;0;;
"1987-01-01 00:00:00";5,0694599;0;2,5570996;0;0,0071244319;0;0,044957623;0;0;0;;
"1988-01-01 00:00:00";5,1881604;0;2,5848942;0;0,0078614419;0;0,07419236;0;0;0;;
"1989-01-01 00:00:00";6,1147094;0;3,0296071;0;0,0066330917;0;0,10539246;0,0036850509;0;0;;
"1990-01-01 00:00:00";6,3237596;0;3,0851963;0;0,0066330917;0,05015764;0,14985874;0,0049134013;0;0;;
"1991-01-01 00:00:00";7,4735341;0;3,8634439;0;0,0063874219;0,08502914;0,18179585;0;0;0;;
"1992-01-01 00:00:00";8,5421228;0;4,031323;0;0,006878762;0,1249164;0,22478811;0;0;0;;
"1993-01-01 00:00:00";9,0936708;0;4,4689341;0;0,0066330917;0,1743575;0,25402284;0;0;0;;
"1994-01-01 00:00:00";9,6674128;0;4,8292351;0;0,0081071118;0,1920321;0,27932686;0;0;0;;
"1995-01-01 00:00:00";9,7248297;0;5,2338667;0;0,0073701018;0,2180663;0,28915367;0;0;0;;
"1996-01-01 00:00:00";10,896368;0;6,3531117;0;0,0046677315;0,28064394;0,30143717;0;0;0;;
"1997-01-01 00:00:00";12,045569;0;7,704545;0;0,0046677315;0,32483041;0,47512591;0;0;0;;
"1998-01-01 00:00:00";12,45694;0;7,6158037;0;0,0065667611;0,35110345;0,69278955;0;0;0;;
"1999-01-01 00:00:00";15,688192;0;7,8205428;0;0,0076157721;0,43016145;0,7441346;0,00024567006;0;0;;
"2000-01-01 00:00:00";19,019817;0;8,2797489;0;0,0073701018;0,44329798;1,0418867;0,00024567006;0;0;0;
"2001-01-01 00:00:00";18,093412;0;8,4345102;0;0,006878762;0,50229293;1,0578552;0,00024567006;0;0;0,021424014;
"2002-01-01 00:00:00";19,376921;0;8,4514551;0;0,0078614419;0,59759241;1,1981329;0,00024567006;0;0;0,034278423;
"2003-01-01 00:00:00";19,600863;0;8,009717;0;0,0051590712;0,75523072;1,3661712;0,00049134012;0;0;0,038563225;
"2004-01-01 00:00:00";20,39352;0;9,4409437;0;0,0066330917;0,85053027;1,617246;0,00049134012;0;0;0,055702437;
"2005-01-01 00:00:00";19,710562;0;10,431209;0;0,0056504114;0,95275629;1,6248618;0,00049134012;0;0;0,060415719;
"2006-01-01 00:00:00";17,874018;0;10,370431;0;0,0056504114;0,92958826;1,5005528;0,00049134012;0;0;0,060415719;
"2007-01-01 00:00:00";16,282673;0;9,1926289;0;0,006878762;0,93126017;1,7617;0,00049134012;0;0;0,060415719;
"2008-01-01 00:00:00";15,014897;0;10,024841;0;0,0063874219;0,95395052;1,7020022;0,00073701021;0;0;0,084839098;
"2009-01-01 00:00:00";13,587234;0;8,3612804;0;0,0046677315;0,98189551;1,6511486;0,00098268024;0;0;0,074984051;
"2010-01-01 00:00:00";12,823279;0;8,1660204;0;0,0051590712;1,2754371;1,9184375;0,0014740204;0,002524849;0;0,065985963;
"2011-01-01 00:00:00";11,557825;0;6,5596919;0;0,0041763913;1,2307729;2,4011793;0,0036850509;0,0035347652;0;0,067699887;
"2012-01-01 00:00:00";10,599;0;5,7375302;0;0,0041763913;1,2362664;2,5230315;0,025549687;0,0030463929;0;0,06341508;
"2013-01-01 00:00:00";9,1670332;0;4,7620974;0;0,0031937109;1,201156;2,7325881;0,12725709;0,0030648541;0;0,089980856;
"2014-01-01 00:00:00";8,6364861;0;4,6024837;0;0,0036850509;1,2002007;3,2131188;0,14641936;0,0018212425;0;0,094694138;
"2015-01-01 00:00:00";8,169611;0;4,6085443;0;0,0044220611;1,185631;3,472055;0,14838472;0,001226938;0;0,080982774;
"2016-01-01 00:00:00";7,3702626;0;4,50875;0;0,0046677315;1,3430305;3,1401548;0,18277852;0,0019456065;0;0,12425928;
